key_person,key_uuid,key_mlbam,key_retro,key_bbref,key_bbref_minors,key_fangraphs,key_npb,key_sr_nfl,key_sr_nba,key_sr_nhl,key_wikidata,name_last,name_first,name_given,name_suffix,name_matrilineal,name_nick,birth_year,birth_month,birth_day,death_year,death_month,death_day,pro_played_first,pro_played_last,mlb_played_first,mlb_played_last,col_played_first,col_played_last,pro_managed_first,pro_managed_last,mlb_managed_first,mlb_managed_last,col_managed_first,col_managed_last,pro_umpired_first,pro_umpired_last,mlb_umpired_first,mlb_umpired_last
c80ba0d3,c80ba0d3-b8f7-43e2-b571-8341fdd7901b,462101,andre001,andruel01,andrus001elv,8709,,,,,Q1133452,Andrus,Elvis,Elvis Augusto,,Torres,,1988,8,26,,,,2005,2023,2009,2023,,,,,,,,,,,,
c8328a7e,c8328a7e-7e39-4b9e-a7f2-9f5b36dd7f21,663804,kowaj001,kowarja01,kowar-000jac,21549,,,,,,Kowar,Jackson,Jackson Alexander,,,,1996,10,4,,,,2018,2023,2021,2023,2016,2018,,,,,,,,,,
c838d988,c838d988-1958-484a-8c04-e66f1adcb0f1,605509,tomlk001,tomlike01,tomlin000kel,13005,,,,,Q20801606,Tomlinson,Kelby,Kelby Aaron,,,,1990,6,16,,,,2011,2021,2015,2018,2011,2011,,,,,,,,,,
c83f0589,c83f0589-1285-4514-ab1c-e5fc226bf45e,460060,pennc001,pennicl01,pennin001cli,3395,,,,,Q2979066,Pennington,Cliff,Clifton Randolph,,,,1984,6,15,,,,2005,2019,2008,2018,2003,2005,,,,,,,,,,
c84315a1,c84315a1-cd39-43e9-9cc1-d61c69c13339,546318,herro001,herreod01,herrer001odu,11476,,,,,Q19768368,Herrera,Odúbel,David Odúbel,,,,1991,12,29,,,,2009,2024,2015,2022,,,,,,,,,,,,
c8553f96,c8553f96-4f7d-4fcb-88ff-3fb4d26a2d42,596115,stort001,storytr01,story-000tre,12564,,,,,Q23724211,Story,Trevor,Trevor John,,,,1992,11,15,,,,2011,2024,2016,2024,,,,,,,,,,,,
c85b2daf,c85b2daf-e900-464d-b40b-3570fd5c8ae6,605317,knudg001,knudsgu01,knudso000gui,12669,,,,,Q20871081,Knudson,Guido,Guido Joel,,,,1989,8,5,,,,2011,2016,2015,2015,2011,2011,,,,,,,,,,
c863fb37,c863fb37-e1c1-4f7a-85ef-3bf31d9ad124,647304,naylj001,naylojo01,naylor001jos,18839,,,,,Q20711177,Naylor,Josh,Joshua-Douglas James,,,,1997,6,22,,,,2015,2024,2019,2024,,,,,,,,,,,,
c86ab0a1,c86ab0a1-11a8-4268-ae4f-dce812da431c,476451,hellj001,hellije01,hellic001jer,4371,,,,,Q1754648,Hellickson,Jeremy,Jeremy Robert,,,,1987,4,8,,,,2005,2019,2010,2019,,,,,,,,,,,,
c8a101b7,c8a101b7-8774-4dd7-b1b2-547978202da2,217100,bloow001,bloomwi01,bloomq001wil,1066,,,,,Q3569067,Bloomquist,Willie,William Paul,,,,1977,11,27,,,,1999,2015,2002,2015,1997,1999,,,,,,,,,,
